age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
56,4,134286,15,10,2,4,0,4,1,0,0,45,39,0
24,5,197496,9,13,4,1,3,4,1,0,0,20,39,0
20,0,68620,15,10,4,0,3,4,1,0,0,40,39,0
29,4,406662,11,9,4,6,1,4,1,0,0,40,39,0
42,2,189956,9,13,0,10,4,2,0,0,0,30,39,0
45,7,320818,15,10,3,8,2,2,1,0,0,40,14,0
42,4,91585,15,10,6,13,4,4,0,0,0,40,39,0
54,0,180211,15,10,2,0,0,1,1,0,0,60,35,1
43,4,437318,15,10,2,14,0,4,1,0,0,40,39,1
36,4,196662,15,10,4,14,1,4,1,0,0,50,33,0
51,7,82504,15,10,2,4,0,4,1,0,0,40,39,0
71,0,161027,12,14,2,0,0,4,1,0,0,8,39,1
46,4,118419,11,9,0,7,4,4,1,0,0,38,39,0
31,4,35378,15,10,0,1,1,4,0,0,0,45,39,0
48,4,50880,15,10,2,3,0,4,1,0,0,40,11,0
33,4,91666,2,8,0,4,1,4,1,0,0,40,39,0
59,4,107318,5,4,2,3,0,4,1,5178,0,50,39,1
35,4,112512,11,9,6,8,3,4,0,0,0,40,39,0
48,4,154430,9,13,4,4,1,4,0,0,0,35,39,0
46,4,120131,9,13,2,8,0,4,1,0,0,30,39,1
17,4,30829,1,7,4,8,3,4,0,0,0,12,39,0
45,4,264514,9,13,0,1,1,1,0,0,0,40,30,0
33,4,354573,12,14,2,10,0,4,1,15024,0,44,39,1
45,2,185399,12,14,0,10,3,4,0,0,0,55,39,0
43,4,169076,11,9,2,7,0,2,1,0,0,40,39,0
42,4,318255,11,9,0,1,4,4,0,0,0,40,39,0
19,4,237848,15,10,4,8,3,4,1,0,0,3,39,0
38,4,183683,0,6,3,8,1,4,1,0,0,45,39,0
43,4,88233,15,10,2,14,0,4,1,0,0,60,39,0
26,4,166051,9,13,4,1,3,4,0,0,0,40,39,0
35,4,123606,15,10,2,6,0,4,1,0,0,40,39,0
42,4,132633,11,9,4,9,1,4,0,0,0,40,0,0
20,7,349365,11,9,4,8,1,4,0,0,0,40,39,0
57,4,158827,11,9,5,3,4,4,1,0,0,40,39,0
50,1,159670,11,9,2,1,0,4,1,0,0,40,39,1
41,4,302122,8,11,0,3,1,4,0,0,0,40,39,0
59,4,59469,9,13,2,3,0,4,1,0,0,50,39,1
28,4,220692,15,10,4,1,3,2,0,0,0,40,39,0
34,4,220840,4,3,2,5,0,4,1,0,0,40,26,0
24,4,130741,9,13,4,12,3,4,1,0,0,40,39,0
25,4,427744,0,6,2,4,0,4,1,0,0,40,39,0
37,4,200374,9,13,2,12,0,4,1,0,1902,40,39,1
25,4,136226,11,9,4,3,1,4,1,0,0,40,39,0
18,4,155752,11,9,4,7,1,4,0,0,0,30,39,0
22,4,264874,15,10,4,13,2,4,0,0,0,40,39,0
54,6,261207,5,4,0,14,1,4,1,0,0,45,5,0
42,5,203233,14,15,2,10,0,4,1,99999,0,99,39,1
34,5,343789,9,13,2,4,0,4,1,7688,0,55,39,1
40,4,154374,11,9,2,7,0,4,1,0,0,40,39,1
35,4,415167,9,13,2,4,0,4,1,0,0,60,39,1
20,2,312427,11,9,2,11,0,2,1,0,0,30,33,0
27,1,46442,9,13,4,11,1,4,0,0,0,35,39,0
29,4,160786,15,10,2,7,0,4,1,0,0,46,39,0
31,2,240504,15,10,2,11,0,2,1,0,1902,50,39,1
45,1,102569,11,9,2,3,0,4,1,0,0,40,39,1
58,0,266792,15,10,2,0,0,4,1,99999,0,40,39,1
27,4,181916,15,10,4,7,3,4,1,0,0,40,39,0
53,6,187830,8,11,5,3,1,4,1,0,0,40,31,0
42,4,139012,8,11,2,10,0,1,1,0,0,40,40,1
24,0,119156,9,13,4,0,3,4,1,0,0,40,39,0
49,4,277434,11,9,2,14,0,4,1,0,0,50,39,0
40,4,163342,11,9,4,1,1,4,0,0,0,70,39,0
23,4,27073,15,10,4,1,4,3,0,0,0,40,39,0
41,4,112763,15,10,2,1,5,4,0,0,0,35,39,0
42,5,144236,15,10,4,12,1,4,1,0,0,60,39,0
20,4,230891,15,10,4,12,1,4,1,0,0,45,39,0
60,4,160625,15,10,0,3,1,4,1,0,0,47,39,0
58,4,32954,15,10,0,1,1,4,0,0,0,40,39,0
39,5,163057,15,10,0,3,1,4,1,0,0,99,39,0
37,6,198841,1,7,2,14,0,4,1,0,0,40,39,0
40,4,110009,0,6,2,7,0,4,1,0,0,40,0,0
48,7,212954,12,14,2,10,0,4,1,15024,0,40,39,1
38,4,137707,8,11,2,13,5,4,0,0,0,40,39,1
23,4,244413,2,8,2,3,0,2,1,0,0,30,7,0
48,4,162096,6,5,2,7,2,1,0,0,0,45,3,0
34,6,41210,11,9,2,5,0,4,1,0,0,60,39,0
22,4,125542,1,7,4,5,1,4,1,0,0,40,39,0
70,4,315868,9,13,0,1,1,4,1,0,0,40,39,0
45,7,37672,8,11,0,13,4,4,0,0,0,40,39,0
31,4,221167,14,15,0,13,1,4,0,0,0,35,39,0
33,6,170979,14,15,2,10,0,4,1,0,1887,40,39,1
41,7,106900,12,14,2,10,0,4,1,7298,0,60,39,1
83,2,107338,15,10,6,10,1,4,1,0,0,12,39,0
26,1,48099,9,13,4,4,1,4,0,0,0,40,39,0
35,4,119098,10,16,2,10,0,4,1,7298,0,40,39,1
25,4,108001,15,10,2,6,0,4,1,0,0,45,39,0
34,4,386877,11,9,2,7,0,2,1,0,0,40,39,0
49,2,175958,1,7,2,6,0,4,1,0,0,40,22,0
55,4,106498,0,6,6,14,1,2,0,0,0,35,39,0
33,4,217235,11,9,2,12,0,4,1,0,0,20,39,0
53,6,195322,15,10,2,7,0,4,1,0,0,30,39,0
37,4,37109,11,9,2,8,5,1,0,0,0,60,30,0
44,2,145178,11,9,2,8,5,2,0,0,0,38,23,1
35,4,209993,1,7,5,9,4,4,0,0,0,8,26,0
28,4,25955,8,11,4,10,4,0,1,0,0,40,39,0
33,6,103860,15,10,2,3,0,4,1,0,0,50,39,0
29,4,119170,15,10,5,13,4,4,0,0,0,40,39,0
30,4,176969,11,9,0,7,1,4,1,0,0,40,39,0
45,4,212120,9,13,2,10,0,4,1,15024,0,40,39,1
52,4,203392,15,10,2,3,0,4,1,5013,0,40,39,0
30,0,121775,8,11,4,0,1,4,1,0,0,30,39,0
43,4,331894,15,10,2,14,0,4,1,0,0,60,39,1
23,4,197613,15,10,4,1,3,4,0,0,0,40,39,0
26,4,43408,9,13,2,10,0,4,1,0,0,40,39,0
59,4,172071,11,9,2,10,5,2,0,0,0,38,23,0
44,4,353396,9,13,2,10,0,4,1,0,0,45,39,0
54,4,391016,9,13,2,12,0,4,1,0,0,40,39,1
24,4,197666,9,13,4,4,1,4,0,0,0,40,39,0
42,4,274913,11,9,0,3,4,4,1,0,0,45,39,0
24,4,427686,3,2,2,6,2,4,1,0,0,40,26,0
44,4,335223,11,9,2,6,0,4,1,0,0,40,39,1
50,4,71898,4,3,2,7,5,1,0,0,0,35,30,0
51,5,46281,15,10,2,12,0,4,1,0,0,50,39,1
36,4,63509,7,12,2,10,0,4,1,0,0,48,39,1
22,0,243190,15,10,4,0,3,1,1,0,0,40,3,0
23,4,190273,9,13,4,10,3,4,1,0,0,40,39,0
48,4,182541,9,13,2,10,0,4,1,15024,0,45,39,1
29,4,128666,11,9,2,3,0,4,1,0,0,40,39,0
21,4,400635,15,10,4,8,1,4,0,0,0,20,0,0
19,4,42069,11,9,4,14,3,4,1,2176,0,45,39,0
25,4,175540,11,9,4,1,1,4,1,0,0,50,39,0
38,4,33887,11,9,4,7,2,4,1,0,0,40,39,0
28,4,191088,9,13,2,4,5,4,0,0,0,40,39,1
45,5,270535,9,13,2,10,0,4,1,15024,0,40,39,1
26,4,167761,9,13,2,10,0,4,1,0,0,50,39,1
44,4,32000,9,13,2,12,0,4,1,0,0,45,39,0
53,4,72257,15,10,2,4,0,4,1,0,0,55,39,0
23,4,111450,15,10,4,1,2,2,1,0,0,22,39,0
60,4,185836,14,15,2,4,0,4,1,0,0,40,39,1
35,4,261646,11,9,2,7,0,4,1,0,0,40,39,0
52,4,164473,11,9,2,8,5,4,0,0,0,38,39,0
20,7,205895,15,10,4,1,3,4,0,0,0,10,39,0
37,2,365430,15,10,2,3,0,4,1,5178,0,40,39,1
20,4,112668,15,10,4,8,3,4,0,0,0,20,39,0
29,4,162298,9,13,2,12,0,4,1,0,0,55,39,1
27,4,704108,9,13,4,10,1,4,1,0,0,50,39,0
27,4,278122,11,9,4,14,3,4,1,0,0,40,39,0
17,4,113301,1,7,4,6,3,4,1,0,0,12,0,0
27,4,110622,9,13,4,1,1,1,0,0,0,40,30,0
30,4,283767,11,9,2,1,0,4,1,0,0,40,0,0
68,0,407338,15,10,2,0,0,4,1,0,0,20,39,0
28,6,51461,11,9,2,5,0,4,1,0,0,40,39,0
70,4,195739,0,6,6,3,4,4,1,0,0,45,39,0
26,6,227858,15,10,4,8,1,4,0,0,0,48,39,0
87,4,143574,11,9,3,12,1,4,1,0,0,16,39,0
52,4,178596,12,14,2,3,0,4,1,0,0,45,39,1
50,4,198681,15,10,2,14,0,4,1,0,0,70,39,1
51,4,186303,9,13,2,12,0,4,1,0,0,40,39,1
44,4,198452,11,9,2,3,0,4,1,0,0,40,39,0
66,4,22313,1,7,2,3,0,4,1,0,0,20,39,0
58,4,141379,11,9,0,1,1,4,0,0,0,42,39,0
65,7,209280,12,14,2,10,0,4,1,6514,0,35,39,1
32,4,47932,11,9,2,6,0,4,1,0,0,40,39,0
20,4,24896,11,9,2,1,5,4,0,0,0,20,39,0
46,2,66934,9,13,0,10,4,4,0,0,0,45,39,0
59,2,283635,12,14,0,10,1,4,0,0,0,40,39,0
44,4,64506,8,11,0,8,1,4,1,0,0,20,39,0
41,4,164647,11,9,0,4,1,2,0,0,0,40,39,0
56,4,346033,6,5,0,1,1,4,1,0,0,40,39,0
25,4,220220,1,7,4,6,3,4,1,0,0,45,39,0
28,4,209205,15,10,4,1,1,4,1,0,0,44,39,0
25,4,182656,8,11,0,1,4,4,0,0,0,40,39,0
36,4,437909,11,9,2,7,0,4,1,0,0,40,39,0
48,6,100931,15,10,4,1,1,4,1,0,0,40,39,0
35,7,190895,11,9,2,3,0,4,1,0,0,40,39,0
47,4,274720,4,3,2,8,0,2,1,0,0,40,23,0
39,0,204756,15,10,0,0,1,4,0,0,0,20,39,0
57,4,56080,11,9,2,8,0,4,1,0,0,60,39,0
23,4,215616,11,9,4,1,1,4,0,0,0,37,39,0
45,4,379393,15,10,0,13,1,4,0,0,0,45,39,0
28,2,220754,11,9,5,14,3,4,0,0,0,25,39,0
45,6,184285,9,13,0,10,1,4,1,0,0,45,39,0
77,6,161552,13,1,6,4,1,4,0,0,0,60,39,0
45,4,102559,8,11,2,3,0,4,1,0,0,40,2,1
21,4,27255,15,10,4,1,3,4,1,0,0,40,0,0
41,4,172828,6,5,2,8,0,4,1,0,0,55,28,0
19,4,118535,2,8,4,12,3,4,0,0,0,18,39,0
46,2,215895,9,13,2,11,0,4,1,0,0,40,39,1
32,4,171116,11,9,0,8,3,4,0,0,0,40,39,0
31,4,167725,9,13,2,10,0,1,1,15024,0,48,30,1
46,4,203785,15,10,2,12,0,4,1,0,0,40,39,1
56,4,343849,15,10,2,14,0,2,1,0,0,40,39,0
25,4,86872,11,9,2,12,0,4,1,0,0,40,39,0
33,4,158438,11,9,2,12,0,4,1,0,0,55,39,1
20,0,121313,0,6,4,0,3,4,1,0,0,40,39,0
37,4,79586,9,13,2,4,0,1,1,0,0,40,20,0
39,4,151023,15,10,0,1,4,4,0,114,0,45,39,0
32,4,123430,11,9,2,5,0,4,1,0,0,65,39,0
37,4,129263,15,10,0,4,4,4,0,0,0,60,39,0
27,4,144063,0,6,4,3,4,4,1,0,0,75,39,0
29,4,29261,8,11,4,7,1,4,1,0,0,50,39,0
18,4,109702,15,10,4,12,3,4,0,0,0,30,39,0
22,4,437994,15,10,4,8,2,2,1,0,0,20,39,0
53,4,72257,15,10,2,4,0,4,1,0,0,55,39,0
40,4,191196,12,14,4,4,1,4,1,0,0,40,39,0
64,0,321403,11,9,6,0,2,2,1,0,0,40,39,0
22,4,208946,7,12,4,12,3,4,1,0,0,30,0,0
20,4,432154,11,9,4,12,3,4,0,0,0,8,26,0
36,4,183892,11,9,0,14,1,4,1,8614,0,45,39,1
44,7,167265,12,14,2,10,0,4,1,0,0,60,39,1
40,4,85019,10,16,2,10,0,1,1,0,0,45,0,1
29,2,132412,9,13,4,6,3,4,1,0,0,40,39,0
31,4,271933,15,10,2,7,5,4,0,0,0,40,39,0
63,1,154675,11,9,6,4,1,4,0,0,0,40,39,0
24,4,117606,9,13,4,4,3,4,0,0,0,35,39,0
18,4,184016,1,7,4,12,3,4,0,0,0,20,39,0
27,4,207352,9,13,2,13,0,1,1,0,0,40,19,1
22,4,166371,11,9,4,8,2,4,1,0,0,40,0,0
68,4,104438,9,13,2,10,0,4,1,0,0,40,21,1
37,4,34378,3,2,4,8,1,4,1,0,0,40,39,0
25,4,178505,15,10,4,4,2,4,0,0,1504,45,39,0
37,4,278576,11,9,2,7,0,4,1,0,0,60,39,1
21,4,24896,15,10,4,8,3,4,0,0,0,35,39,0
36,2,117312,15,10,2,14,5,4,0,0,0,40,39,0
40,4,144594,11,9,2,1,0,4,1,2829,0,40,39,0
46,2,183168,9,13,0,10,4,4,0,0,0,43,39,0
59,1,134153,9,13,2,1,0,2,1,7298,0,38,39,1
31,4,272069,8,11,0,14,1,4,1,0,0,40,39,0
17,4,140027,1,7,4,8,3,4,0,0,0,25,39,0
38,4,324053,9,13,2,12,0,4,1,0,0,40,39,1
36,4,181589,9,13,4,1,1,4,0,0,0,32,4,0
27,4,192936,9,13,4,10,1,4,0,0,0,45,39,0
41,4,65372,10,16,0,12,4,4,0,0,0,50,39,1
41,4,310255,11,9,2,12,0,4,1,0,0,40,39,0
54,6,406468,11,9,2,12,0,2,1,0,0,40,39,0
68,4,171933,5,4,2,3,0,4,1,0,0,40,39,0
19,4,251579,15,10,4,8,3,4,1,0,0,14,39,0
54,4,35459,11,9,4,12,1,4,1,0,0,40,39,0
47,4,332727,9,13,2,10,0,4,1,0,0,60,39,1
30,6,164190,14,15,4,10,3,4,1,0,0,40,39,0
55,4,322691,12,14,6,4,3,4,1,0,0,62,39,1
62,0,55621,15,10,2,0,0,2,1,0,0,35,39,1
35,4,208259,0,6,2,1,5,4,0,0,0,36,39,0
51,5,166459,8,11,2,4,0,4,1,0,0,40,39,0
72,4,107814,12,14,4,10,1,4,1,2329,0,60,39,0
29,4,182676,0,6,4,8,3,4,0,0,0,38,26,0
22,4,378104,11,9,4,6,3,4,1,0,0,40,39,0
33,4,196385,12,14,2,10,0,4,1,0,0,37,39,1
48,4,185143,12,14,2,4,0,4,1,0,0,40,39,0
41,4,239296,12,14,2,10,0,4,1,0,2415,50,39,1
19,4,292511,15,10,4,8,3,4,1,0,0,25,39,0
23,4,162228,11,9,4,14,3,4,1,0,0,40,39,0
50,4,177896,10,16,2,10,0,4,1,0,0,40,39,1
32,4,235109,15,10,0,1,4,4,0,0,0,40,39,0
33,4,168906,15,10,0,8,4,4,0,0,0,55,39,0
44,4,377018,8,11,2,3,0,4,1,0,0,40,39,1
39,0,105044,11,9,2,0,0,4,1,7298,0,40,39,1
30,4,196385,9,13,2,10,0,4,1,15024,0,35,39,1
50,4,169646,9,13,5,10,4,1,0,0,0,40,30,0
28,4,242482,11,9,4,6,3,4,1,0,0,40,39,0
24,4,128061,11,9,4,8,3,4,0,594,0,15,39,0
41,4,170866,9,13,2,4,0,4,1,0,0,50,39,1
34,4,203051,9,13,2,1,0,4,1,0,0,27,39,0
51,4,85382,11,9,2,3,0,4,1,0,0,55,39,1
49,5,127111,11,9,2,4,0,4,1,0,0,50,39,0
21,4,238068,11,9,2,7,0,4,1,0,0,40,39,0
54,4,195015,11,9,4,1,1,4,0,0,0,40,39,0
48,4,253596,9,13,0,4,4,4,0,0,0,48,39,0
39,4,435638,15,10,4,7,1,4,1,0,0,40,39,0
40,6,173716,9,13,2,12,0,4,1,0,0,45,39,1
50,6,89737,15,10,2,3,0,4,1,0,0,48,39,0
58,5,181974,10,16,4,10,1,4,0,0,0,99,0,0
41,4,119079,11,9,2,12,0,4,1,0,0,49,39,1
50,4,200960,15,10,2,12,0,4,1,0,0,50,39,0
48,7,122086,11,9,2,11,0,4,1,0,0,40,39,0
53,4,194501,1,7,6,8,3,4,0,0,0,47,39,0
42,4,202565,3,2,2,7,0,4,1,0,0,40,22,0
78,4,135692,15,10,2,3,0,4,1,0,0,40,39,0
30,2,263650,9,13,4,12,4,2,0,0,0,17,39,0
52,4,46788,9,13,0,3,4,4,1,0,0,25,39,0
35,6,22641,11,9,2,14,0,0,1,0,0,40,39,0
51,4,103407,11,9,0,1,1,4,0,0,0,40,39,0
42,4,249332,11,9,2,7,0,4,1,0,0,40,39,1
42,4,482211,11,9,4,3,2,4,1,0,0,40,39,0
37,4,196373,11,9,2,3,0,4,1,0,0,40,39,1
19,6,159269,11,9,4,8,3,4,1,0,0,53,41,0
34,4,509364,11,9,0,7,1,4,1,0,0,30,39,0
38,4,177121,15,10,5,8,1,4,0,0,0,58,39,0
44,4,33155,10,16,4,10,1,4,1,0,0,45,39,0
28,4,224634,9,13,2,10,5,4,0,0,0,45,39,1
35,6,120066,15,10,2,3,0,0,1,0,0,60,39,0
44,4,125461,9,13,2,12,0,4,1,0,0,40,39,1
56,4,191330,15,10,2,3,0,4,1,0,0,40,39,1
27,4,145784,15,10,2,1,5,0,0,0,0,45,39,0
25,4,511331,9,13,4,12,1,4,1,0,0,38,39,0
46,4,62793,11,9,0,12,2,4,0,0,0,40,39,0
50,4,68898,8,11,2,11,0,4,1,0,0,40,39,0
25,4,367306,15,10,4,1,3,4,0,0,0,40,39,0
58,2,44246,6,5,2,14,0,4,1,0,0,40,39,0
47,2,358668,9,13,0,10,1,4,1,0,0,48,39,0
41,5,82049,11,9,2,3,0,4,1,0,0,40,39,0
35,6,256992,4,3,2,8,5,4,0,0,0,15,26,0
29,4,131088,11,9,4,6,3,4,1,0,0,25,39,0
17,0,94366,0,6,4,0,2,4,1,0,0,6,39,0
48,4,212120,11,9,2,7,0,4,1,0,0,40,39,1
55,5,298449,9,13,2,4,0,4,1,0,2415,50,39,1
44,4,176063,11,9,2,14,0,4,1,0,0,50,39,1
36,4,185394,0,6,4,6,1,4,0,0,0,34,39,0
33,4,135312,9,13,4,10,1,4,1,0,0,40,39,1
31,0,37030,7,12,4,0,3,4,0,0,0,25,39,0
24,4,142528,15,10,4,12,3,4,1,0,0,20,39,0
56,4,134756,11,9,4,8,1,2,0,0,0,40,39,0
17,4,400225,1,7,4,12,3,4,0,0,0,20,39,0
21,4,154964,11,9,0,7,2,2,0,0,0,40,39,0
60,4,152369,8,11,2,3,0,4,1,0,0,60,39,0
40,4,104719,15,10,2,6,0,4,1,0,0,40,39,0
34,4,172928,11,9,2,12,0,4,1,0,0,65,39,0
23,4,27881,15,10,4,5,1,4,1,0,0,66,39,0
42,7,155657,11,9,0,1,1,2,0,0,0,25,39,0
38,1,137953,11,9,2,1,0,4,1,0,0,45,39,0
18,4,231193,2,8,4,7,3,4,1,0,0,30,39,0
41,4,220694,9,13,0,8,1,4,1,0,0,37,39,0
48,4,159577,0,6,4,7,1,4,1,0,0,40,39,0
33,4,101352,14,15,4,10,1,4,0,0,0,50,39,1
37,4,109133,12,14,5,4,1,4,1,27828,0,60,20,1
34,4,161153,9,13,2,10,0,4,1,0,0,40,39,1
24,4,452640,11,9,2,8,0,4,1,0,0,40,39,0
35,4,57640,11,9,2,3,0,4,1,0,0,35,39,0
43,4,245487,11,9,2,3,0,3,1,0,0,40,26,0
45,4,165232,15,10,0,13,1,2,0,0,0,40,38,0
37,7,136137,15,10,5,1,1,4,1,0,0,40,39,0
54,0,172991,11,9,2,0,0,4,1,0,0,40,39,0
31,4,309028,9,13,4,10,1,4,0,0,0,40,39,0
20,4,293091,1,7,4,14,3,4,1,0,0,60,39,0
42,4,230624,0,6,4,14,4,4,1,0,0,40,39,1
50,4,198362,8,11,6,4,4,4,0,0,0,40,39,0
19,0,194404,15,10,4,0,3,4,0,0,0,32,39,0
57,4,176904,1,7,2,6,0,4,1,0,0,40,39,0
23,0,502633,9,13,2,0,0,4,1,0,0,40,39,0
43,4,152617,15,10,0,1,3,4,0,0,0,40,39,0
65,4,154351,11,9,4,1,1,2,0,2993,0,40,39,0
42,4,143582,5,4,2,8,2,1,0,0,0,48,0,0
20,4,320047,0,6,3,6,1,4,1,0,0,40,39,0
64,0,257790,11,9,0,0,4,4,0,0,0,38,39,0
64,6,65991,11,9,2,5,0,4,1,7298,0,45,39,1
36,4,103110,10,16,4,10,1,4,1,0,0,40,9,0
24,4,314819,15,10,4,3,1,4,1,2174,0,40,39,0
44,4,216411,8,11,5,10,1,4,0,0,0,40,6,0
80,0,172826,11,9,2,0,0,4,1,0,0,8,39,0
27,4,165412,11,9,2,3,0,4,1,0,0,40,39,0
43,1,190020,14,15,2,4,0,4,1,0,0,60,39,0
20,4,318036,11,9,4,8,1,4,1,0,0,40,39,0
33,4,166543,5,4,2,7,0,2,1,0,0,40,39,0
58,4,343957,9,13,0,12,1,4,1,0,0,50,39,0
52,4,180881,9,13,2,4,0,4,1,0,0,40,39,0
18,4,164441,15,10,4,1,3,4,0,0,0,38,39,0
44,4,216907,7,12,2,3,0,4,1,0,1848,40,39,1
39,4,444219,11,9,2,3,5,2,0,0,0,45,39,0
34,4,124827,0,6,2,14,0,4,1,0,0,80,39,0
67,0,407618,6,5,0,0,1,4,0,2050,0,40,39,0
34,4,183473,11,9,0,14,3,4,0,0,0,40,39,0
39,4,108069,15,10,4,3,4,4,0,0,0,40,39,0
48,4,178313,11,9,2,12,0,4,1,0,0,60,39,0
24,4,278391,7,12,4,12,3,4,1,0,0,30,39,0
47,4,217750,11,9,2,8,5,4,0,0,0,35,39,0
41,4,122381,15,10,2,3,0,4,1,0,1887,50,39,1
18,4,166224,11,9,4,8,3,4,0,0,0,20,39,0
47,4,362835,15,10,2,3,0,4,1,0,0,40,39,1
27,4,132963,11,9,2,6,0,2,1,0,0,40,39,0
28,2,216965,15,10,2,11,0,4,1,0,0,40,39,0
29,4,50028,15,10,2,8,0,4,1,0,0,40,39,0
51,1,335481,15,10,5,10,1,2,0,0,0,40,39,1
53,4,295520,6,5,6,12,4,2,0,0,0,25,39,0
22,4,192017,11,9,4,10,1,4,1,0,0,40,39,0
53,6,297796,0,6,2,5,0,4,1,0,0,40,39,0
32,4,343789,11,9,2,7,0,4,1,5013,0,55,39,0
35,4,187167,11,9,4,1,4,4,0,0,0,40,39,0
47,4,115358,11,9,0,4,4,2,0,0,0,40,39,0
52,4,76860,11,9,2,6,0,1,1,0,0,8,30,0
44,4,216116,11,9,0,1,4,2,0,0,0,40,23,0
46,2,200727,12,14,2,10,0,4,1,0,0,50,39,1
44,4,298885,11,9,2,3,0,4,1,0,0,40,39,0
53,1,290290,15,10,0,1,1,4,1,0,0,45,39,0
26,4,165418,7,12,2,3,0,4,1,0,0,40,39,0
32,4,176185,15,10,0,4,2,4,1,0,0,60,39,0
34,4,146980,11,9,3,8,4,4,0,0,0,65,39,0
48,4,284916,6,5,2,12,0,4,1,0,0,40,0,0
38,2,162613,12,14,4,10,1,4,0,0,2258,60,39,0
29,4,256956,8,11,4,7,1,4,1,0,0,40,39,0
53,4,238481,8,11,2,4,0,4,1,0,1485,40,39,0
21,4,451996,11,9,4,12,3,4,1,0,0,40,39,0
26,4,257910,15,10,4,8,1,4,1,0,0,60,39,0
29,4,312985,15,10,2,10,0,4,1,0,2129,50,39,0
28,4,179008,8,11,2,10,0,4,1,0,0,50,39,0
18,0,30246,1,7,4,0,3,4,0,0,0,45,39,0
44,4,278476,15,10,2,12,0,4,1,0,0,60,39,1
23,4,250743,15,10,0,1,1,2,1,0,0,40,39,0
49,4,24712,9,13,4,8,1,1,0,0,0,35,30,0
53,7,91121,12,14,4,1,1,4,0,0,0,40,39,0
28,4,196564,11,9,2,3,0,4,1,0,0,45,39,0
18,4,283637,15,10,4,1,1,4,1,0,0,40,39,0
60,6,95445,15,10,2,14,0,4,1,3137,0,46,39,0
25,4,350850,5,4,2,5,0,4,1,0,0,50,39,1
21,4,138816,11,9,4,6,3,2,1,0,0,20,39,0
43,6,33521,9,13,0,10,1,4,1,0,0,70,39,1
29,4,140863,15,10,2,13,0,4,1,0,0,40,39,0
41,4,120277,9,13,4,3,1,4,1,0,0,40,39,0
61,4,95500,11,9,2,14,0,4,1,0,0,40,39,0
38,7,34364,12,14,0,1,1,4,0,0,0,40,39,0
43,6,110355,11,9,2,14,0,4,1,0,0,45,39,0
22,4,83998,15,10,4,12,1,4,1,0,0,40,39,0
70,6,172370,14,15,2,10,0,4,1,0,0,25,39,0
31,1,30917,15,10,2,11,0,4,1,0,0,72,39,0
47,4,168232,15,10,2,1,0,4,1,0,0,44,39,1
38,4,127493,7,12,6,12,4,4,0,0,0,35,39,0
43,4,316183,5,4,2,7,0,4,1,0,0,40,39,0
26,4,233777,11,9,2,3,0,4,1,0,0,72,26,0
49,2,186539,12,14,2,11,0,4,1,0,0,40,39,1
26,4,171636,9,13,2,4,0,4,1,0,0,72,39,0
23,4,122048,11,9,4,7,2,4,0,0,0,40,39,0
40,6,171615,15,10,4,3,1,4,1,0,0,35,39,1
50,7,34637,6,5,2,10,0,4,1,0,2002,40,39,0
39,4,344743,15,10,2,1,3,2,0,0,0,50,39,1
50,4,124963,9,13,2,4,0,4,1,99999,0,55,39,1
43,5,135342,15,10,2,4,0,4,1,0,0,50,39,1
58,1,72998,1,7,0,3,1,2,0,14084,0,40,39,1
31,6,283587,11,9,2,4,0,4,1,0,0,50,39,1
33,4,309582,15,10,2,14,0,2,1,7298,0,50,39,1
26,4,112847,11,9,4,6,1,4,1,0,0,40,39,0
40,7,55294,9,13,2,10,0,4,1,0,0,40,39,1
33,4,240763,15,10,2,7,0,2,1,0,0,40,39,0
55,4,158702,15,10,4,1,1,2,0,0,2339,45,0,0
46,1,233555,11,9,0,1,4,2,0,0,0,40,0,0
33,4,433375,3,2,2,3,0,4,1,0,0,35,26,0
24,4,296045,5,4,2,3,0,4,1,2635,0,38,39,0
52,4,178983,1,7,2,8,0,4,1,0,0,40,39,0
47,5,96798,11,9,2,4,0,4,1,0,0,80,39,1
40,4,195124,11,9,2,3,0,4,1,0,0,40,4,0
49,6,111066,9,13,2,3,0,4,1,0,0,50,39,1
19,0,233779,15,10,4,0,3,4,1,0,0,60,39,0
23,0,263220,15,10,4,0,3,4,0,0,0,15,39,0
19,0,124884,6,5,4,0,1,4,0,0,0,25,39,0
22,4,252570,15,10,2,4,5,4,0,0,0,40,39,0
42,1,230438,15,10,2,1,0,4,1,0,1887,40,39,1
52,6,129311,15,10,2,4,0,4,1,0,0,95,39,1
26,4,485117,9,13,4,14,3,4,1,0,0,20,39,0
21,4,202871,11,9,4,7,3,4,1,0,0,20,39,0
19,4,258633,15,10,4,8,1,4,0,0,0,30,39,0
18,4,446839,11,9,4,12,1,4,1,0,0,30,39,0
37,4,200426,15,10,4,8,1,4,0,0,0,18,39,0
49,4,165513,15,10,0,6,4,2,0,0,0,40,39,0
59,4,294395,12,14,6,10,1,4,0,0,0,40,39,0
57,4,32365,15,10,4,11,1,4,1,0,0,40,39,0
20,2,87467,15,10,4,10,3,4,0,0,0,18,39,0
41,1,153132,9,13,2,10,0,4,1,0,0,38,39,1
46,5,181413,7,12,2,4,5,4,0,0,0,40,39,0
34,4,256362,11,9,2,1,0,4,1,0,0,40,22,1
53,0,123011,11,9,2,0,0,4,1,0,0,40,39,1
